INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTIDX    ,FINNIFTY  ,28/10/2021,00018433.00,00018586.80,00018280.05,00018330.95,000000000002080,       76638034.00,             4160,              104,              090
FUTIDX    ,FINNIFTY  ,25/11/2021,00018491.50,00018540.35,00018491.50,00018540.35,000000000000160,        1481274.00,              080,              002,              002
FUTIDX    ,NIFTY     ,28/10/2021,00017838.70,00017865.00,00017603.00,00017627.20,000000012842150,   182390467355.00,         10278600,           205572,           128741
FUTIDX    ,NIFTY     ,25/11/2021,00017851.60,00017895.00,00017641.40,00017662.95,000000000657500,     7267161967.50,           408500,             8170,             6101
FUTIDX    ,NIFTY     ,30/12/2021,00017889.50,00017931.00,00017681.50,00017699.05,000000000140550,     2516094537.50,           141100,             2822,             2211
FUTSTK    ,AARTIIND  ,28/10/2021,00001067.40,00001087.40,00001057.00,00001064.95,000000003027700,     3257639832.50,          3039600,             3576,             3236
FUTSTK    ,AARTIIND  ,25/11/2021,00001070.00,00001085.00,00001060.80,00001064.80,000000000120700,      146027832.50,           136000,              160,              158
FUTSTK    ,AARTIIND  ,30/12/2021,00001075.60,00001080.00,00001068.75,00001070.10,000000000018700,        9119607.50,             8500,              010,              010
FUTSTK    ,ABBOTINDIA,28/10/2021,00023399.95,00023770.90,00021899.95,00022184.70,000000000026450,      818104673.75,            36325,             1453,             1199
FUTSTK    ,ABBOTINDIA,25/11/2021,00023433.40,00023433.40,00022101.00,00022352.10,000000000001125,       18682852.50,              825,              033,              033
FUTSTK    ,ABBOTINDIA,30/12/2021,00023040.00,00023040.00,00022500.00,00022500.00,000000000000175,        1714281.25,              075,              003,              003
FUTSTK    ,ABFRL     ,28/10/2021,00000257.15,00000258.00,00000240.15,00000241.45,000000009318400,     1650145510.00,          6630000,             2550,             2341
FUTSTK    ,ABFRL     ,25/11/2021,00000258.25,00000258.25,00000241.50,00000242.35,000000000213200,       66913210.00,           267800,              103,              103
FUTSTK    ,ABFRL     ,30/12/2021,00000259.20,00000259.20,00000255.60,00000255.60,000000000039000,        1338480.00,             5200,              002,              002
FUTSTK    ,ACC       ,28/10/2021,00002268.75,00002282.00,00002205.00,00002212.40,000000003031000,     2236526775.00,           996500,             1993,             1863
FUTSTK    ,ACC       ,25/11/2021,00002277.00,00002279.30,00002213.25,00002224.50,000000000037500,       50512650.00,            22500,              045,              043
FUTSTK    ,ACC       ,30/12/2021,00002277.70,00002277.70,00002235.00,00002235.00,000000000005000,        2256350.00,             1000,              002,              002
FUTSTK    ,ADANIENT  ,28/10/2021,00001538.55,00001548.45,00001476.30,00001485.55,000000025333000,     8660019200.00,          5742000,             5742,             5176
FUTSTK    ,ADANIENT  ,25/11/2021,00001542.15,00001548.00,00001482.35,00001490.45,000000000396000,      347053800.00,           230000,              230,              223
FUTSTK    ,ADANIENT  ,30/12/2021,00001536.15,00001536.15,00001493.00,00001501.10,000000000021000,       34757050.00,            23000,              023,              023
FUTSTK    ,ADANIPORTS,28/10/2021,00000747.70,00000751.10,00000722.40,00000725.00,000000089701250,     5234101312.50,          7125000,             5700,             5020
FUTSTK    ,ADANIPORTS,25/11/2021,00000750.95,00000754.00,00000725.65,00000728.15,000000000872500,      304169250.00,           412500,              330,              315
FUTSTK    ,ADANIPORTS,30/12/2021,00000750.00,00000751.45,00000729.90,00000730.85,000000000093750,       43259187.50,            58750,              047,              044
FUTSTK    ,ALKEM     ,28/10/2021,00004002.05,00004002.05,00003922.20,00003947.70,000000000418000,      453639240.00,           114800,              574,              550
FUTSTK    ,ALKEM     ,25/11/2021,00003984.65,00003985.00,00003934.60,00003957.95,000000000008400,        8709590.00,             2200,              011,              010
FUTSTK    ,ALKEM     ,30/12/2021,00003990.30,00003990.30,00003990.30,00003990.30,000000000000600,         798060.00,              200,              001,              001
FUTSTK    ,AMARAJABAT,28/10/2021,00000768.15,00000773.55,00000749.25,00000752.65,000000008643000,     1763805600.00,          2321000,             2321,             2217
FUTSTK    ,AMARAJABAT,25/11/2021,00000773.55,00000774.95,00000749.25,00000752.20,000000000464000,      256122950.00,           337000,              337,              313
FUTSTK    ,AMARAJABAT,30/12/2021,00000776.00,00000776.00,00000755.65,00000756.35,000000000043000,       12956400.00,            17000,              017,              017
FUTSTK    ,AMBUJACEM ,28/10/2021,00000405.70,00000407.40,00000395.05,00000396.45,000000019494000,     2552499900.00,          6357000,             2119,             2028
FUTSTK    ,AMBUJACEM ,25/11/2021,00000406.65,00000408.15,00000396.50,00000397.50,000000000705000,      142002450.00,           354000,              118,              118
FUTSTK    ,AMBUJACEM ,30/12/2021,00000405.30,00000407.60,00000398.00,00000398.00,000000000030000,       18088200.00,            45000,              015,              015
FUTSTK    ,APLLTD    ,28/10/2021,00000787.95,00000795.85,00000778.60,00000780.65,000000002359500,      339908030.00,           431200,              784,              659
FUTSTK    ,APLLTD    ,25/11/2021,00000790.00,00000797.65,00000783.25,00000783.95,000000000078650,       14319057.50,            18150,              033,              031
FUTSTK    ,APLLTD    ,30/12/2021,00000794.60,00000794.60,00000783.00,00000783.00,000000000007150,        2178770.00,             2750,              005,              004
FUTSTK    ,APOLLOHOSP,28/10/2021,00004511.05,00004532.55,00004371.30,00004392.30,000000002658000,     4190500237.50,           947000,             3788,             3459
FUTSTK    ,APOLLOHOSP,25/11/2021,00004541.80,00004541.80,00004389.75,00004410.75,000000000060250,      156589337.50,            35250,              141,              139
FUTSTK    ,APOLLOHOSP,30/12/2021,00004493.30,00004493.30,00004442.95,00004442.95,000000000005250,       16728400.00,             3750,              015,              012
FUTSTK    ,APOLLOTYRE,28/10/2021,00000226.95,00000232.75,00000222.10,00000222.75,000000013280000,     1741416625.00,          7682500,             3073,             2755
FUTSTK    ,APOLLOTYRE,25/11/2021,00000227.90,00000233.00,00000223.30,00000223.50,000000000432500,       82364375.00,           362500,              145,              143
FUTSTK    ,APOLLOTYRE,30/12/2021,00000228.00,00000233.00,00000225.00,00000225.85,000000000037500,        7394125.00,            32500,              013,              012
FUTSTK    ,ASHOKLEY  ,28/10/2021,00000133.20,00000134.60,00000129.45,00000130.00,000000050584500,     2779172550.00,         21087000,             4686,             4164
FUTSTK    ,ASHOKLEY  ,25/11/2021,00000134.45,00000135.00,00000130.00,00000130.45,000000001476000,      123063525.00,           931500,              207,              203
FUTSTK    ,ASHOKLEY  ,30/12/2021,00000135.00,00000135.25,00000131.00,00000131.00,000000000157500,        6592275.00,            49500,              011,              011
FUTSTK    ,ASIANPAINT,28/10/2021,00003265.35,00003282.80,00003208.65,00003215.50,000000004049700,     3320159655.00,          1024500,             3415,             3256
FUTSTK    ,ASIANPAINT,25/11/2021,00003281.65,00003284.00,00003222.75,00003227.65,000000000117900,      197323350.00,            60600,              202,              195
FUTSTK    ,ASIANPAINT,30/12/2021,00003290.00,00003290.00,00003234.00,00003234.00,000000000010800,        9766815.00,             3000,              010,              010
FUTSTK    ,ASTRAL    ,28/10/2021,00002389.90,00002389.90,00002243.95,00002249.35,000000000677875,      875825032.50,           383350,             1394,             1273
FUTSTK    ,ASTRAL    ,25/11/2021,00002394.75,00002394.75,00002252.00,00002255.70,000000000018425,       19566030.00,             8525,              031,              028
FUTSTK    ,ASTRAL    ,30/12/2021,00002308.15,00002313.55,00002269.45,00002269.45,000000000001100,        1895066.25,              825,              003,              003
FUTSTK    ,AUBANK    ,28/10/2021,00001243.00,00001264.00,00001197.05,00001205.30,000000004664500,     5141979150.00,          4187000,             8374,             7513
FUTSTK    ,AUBANK    ,25/11/2021,00001247.50,00001265.00,00001200.00,00001207.80,000000000109000,      164026725.00,           133500,              267,              265
FUTSTK    ,AUBANK    ,30/12/2021,00001258.70,00001258.70,00001203.00,00001208.10,000000000012500,       36115425.00,            29500,              059,              055
FUTSTK    ,AUROPHARMA,28/10/2021,00000729.05,00000731.30,00000712.65,00000715.55,000000014297400,     1718122997.50,          2382900,             3666,             3339
FUTSTK    ,AUROPHARMA,25/11/2021,00000731.05,00000732.45,00000715.00,00000716.90,000000000551850,      123173797.50,           170300,              262,              247
FUTSTK    ,AUROPHARMA,30/12/2021,00000736.15,00000736.15,00000719.00,00000720.45,000000000054600,       18858222.50,            26000,              040,              038
FUTSTK    ,AXISBANK  ,28/10/2021,00000784.00,00000795.20,00000778.15,00000779.95,000000033176400,     8279110380.00,         10521600,             8768,             8244
FUTSTK    ,AXISBANK  ,25/11/2021,00000788.15,00000797.50,00000781.40,00000782.80,000000000330000,      152504880.00,           193200,              161,              158
FUTSTK    ,AXISBANK  ,30/12/2021,00000792.50,00000799.95,00000783.70,00000786.90,000000000064800,       21892260.00,            27600,              023,              023
FUTSTK    ,BAJAJ-AUTO,28/10/2021,00003872.30,00003887.50,00003761.85,00003771.95,000000002983000,     3518342487.50,           922000,             3688,             3390
FUTSTK    ,BAJAJ-AUTO,25/11/2021,00003899.00,00003899.00,00003778.55,00003785.50,000000000076250,      124202925.00,            32500,              130,              127
FUTSTK    ,BAJAJ-AUTO,30/12/2021,00003895.65,00003913.95,00003795.00,00003797.35,000000000006750,       23988537.50,             6250,              025,              025
FUTSTK    ,BAJAJFINSV,28/10/2021,00018009.00,00018185.80,00017601.70,00017637.40,000000000798075,     5989140142.50,           335325,             4471,             4159
FUTSTK    ,BAJAJFINSV,25/11/2021,00018099.00,00018200.00,00017665.70,00017696.65,000000000013125,      201613335.00,            11250,              150,              147
FUTSTK    ,BAJAJFINSV,30/12/2021,00018249.00,00018249.00,00017725.00,00017725.00,000000000002025,       10859066.25,              600,              008,              008
FUTSTK    ,BAJFINANCE,28/10/2021,00007838.30,00007899.00,00007692.75,00007739.30,000000004205375,    17092129031.25,          2194250,            17554,            15019
FUTSTK    ,BAJFINANCE,25/11/2021,00007874.05,00007917.45,00007724.25,00007757.45,000000000055375,      404714462.50,            51750,              414,              405
FUTSTK    ,BAJFINANCE,30/12/2021,00007940.30,00007940.35,00007760.55,00007784.50,000000000002375,       17621656.25,             2250,              018,              018
FUTSTK    ,BALKRISIND,28/10/2021,00002539.95,00002557.60,00002507.85,00002514.90,000000001545200,     1215756500.00,           479600,             1199,             1020
FUTSTK    ,BALKRISIND,25/11/2021,00002559.00,00002559.00,00002517.10,00002517.35,000000000018400,       18341160.00,             7200,              018,              017
FUTSTK    ,BALKRISIND,30/12/2021,00002542.05,00002542.05,00002542.05,00002542.05,000000000001200,        2033640.00,              800,              002,              002
FUTSTK    ,BANDHANBNK,28/10/2021,00000300.65,00000311.65,00000300.65,00000305.85,000000024130800,     4888393110.00,         15890400,             8828,             7791
FUTSTK    ,BANDHANBNK,25/11/2021,00000304.00,00000312.45,00000303.10,00000306.95,000000000682200,      144976140.00,           469800,              261,              259
FUTSTK    ,BANDHANBNK,30/12/2021,00000305.60,00000312.65,00000305.60,00000309.35,000000000050400,       17839260.00,            57600,              032,              032
FUTSTK    ,BANKBARODA,28/10/2021,00000084.10,00000086.25,00000082.15,00000082.55,000000161939700,     6103129500.00,         72528300,             6199,             5457
FUTSTK    ,BANKBARODA,25/11/2021,00000084.30,00000086.40,00000082.60,00000082.85,000000005417100,      284848200.00,          3381300,              289,              283
FUTSTK    ,BANKBARODA,30/12/2021,00000085.90,00000086.45,00000083.00,00000083.15,000000000526500,       74052225.00,           877500,              075,              074
FUTSTK    ,BATAINDIA ,28/10/2021,00001851.40,00001864.80,00001825.00,00001829.20,000000001818300,      994924920.00,           539550,              981,              927
FUTSTK    ,BATAINDIA ,25/11/2021,00001855.00,00001857.05,00001832.45,00001833.05,000000000026400,       11144980.00,             6050,              011,              011
FUTSTK    ,BATAINDIA ,30/12/2021,00001847.25,00001847.25,00001845.15,00001846.20,000000000002750,        3046807.50,             1650,              003,              003
FUTSTK    ,BEL       ,28/10/2021,00000205.80,00000208.95,00000198.50,00000199.65,000000026220000,     1796381410.00,          8861600,             2332,             2115
FUTSTK    ,BEL       ,25/11/2021,00000206.90,00000208.80,00000198.80,00000199.65,000000000775200,       58199090.00,           288800,              076,              076
FUTSTK    ,BEL       ,30/12/2021,00000208.95,00000208.95,00000200.00,00000200.45,000000000041800,       13076940.00,            64600,              017,              017
FUTSTK    ,BERGEPAINT,28/10/2021,00000829.00,00000833.55,00000817.25,00000821.25,000000004545200,      533908100.00,           646800,              588,              577
FUTSTK    ,BERGEPAINT,25/11/2021,00000833.00,00000836.00,00000822.75,00000823.35,000000000105600,       20071645.00,            24200,              022,              022
FUTSTK    ,BERGEPAINT,30/12/2021,00000826.00,00000826.00,00000826.00,00000826.00,000000000001100,         908600.00,             1100,              001,              001
FUTSTK    ,BHARATFORG,28/10/2021,00000727.00,00000735.50,00000718.85,00000724.35,000000011470500,     3991556550.00,          5481000,             3654,             3370
FUTSTK    ,BHARATFORG,25/11/2021,00000730.65,00000737.15,00000721.15,00000726.70,000000000349500,      158619150.00,           217500,              145,              145
FUTSTK    ,BHARATFORG,30/12/2021,00000733.65,00000738.95,00000725.00,00000729.00,000000000100500,       39554250.00,            54000,              036,              036
FUTSTK    ,BHARTIARTL,28/10/2021,00000704.00,00000708.40,00000691.05,00000693.90,000000073908568,    13018146401.90,         18637452,             9882,             8693
FUTSTK    ,BHARTIARTL,25/11/2021,00000706.85,00000710.95,00000693.65,00000695.15,000000001091994,      356583096.70,           509220,              270,              264
FUTSTK    ,BHARTIARTL,30/12/2021,00000710.45,00000711.25,00000696.90,00000699.20,000000000130134,       54543591.50,            77326,              041,              038
FUTSTK    ,BHEL      ,28/10/2021,00000066.90,00000067.30,00000062.75,00000063.35,000000113463000,     2931514950.00,         45370500,             4321,             3832
FUTSTK    ,BHEL      ,25/11/2021,00000067.30,00000067.40,00000063.00,00000063.55,000000005271000,      194378625.00,          2982000,              284,              247
FUTSTK    ,BHEL      ,30/12/2021,00000065.80,00000065.80,00000063.60,00000063.60,000000000420000,       12220425.00,           189000,              018,              018
FUTSTK    ,BIOCON    ,28/10/2021,00000364.45,00000364.80,00000356.00,00000356.75,000000017054500,     1080052745.00,          2996900,             1303,             1143
FUTSTK    ,BIOCON    ,25/11/2021,00000365.15,00000366.20,00000357.90,00000358.15,000000000499100,       54857645.00,           151800,              066,              065
FUTSTK    ,BIOCON    ,30/12/2021,00000364.00,00000364.00,00000360.00,00000360.00,000000000025300,        6646310.00,            18400,              008,              008
FUTSTK    ,BOSCHLTD  ,28/10/2021,00015625.05,00017440.00,00015559.80,00017311.15,000000000176150,     9240453615.00,           547750,            10955,             9714
FUTSTK    ,BOSCHLTD  ,25/11/2021,00015885.40,00017469.35,00015885.40,00017322.50,000000000006200,      269498490.00,            15950,              319,              294
FUTSTK    ,BOSCHLTD  ,30/12/2021,00016889.70,00017526.80,00016780.00,00017504.65,000000000000350,       12884040.00,              750,              015,              015
FUTSTK    ,BPCL      ,28/10/2021,00000449.00,00000452.75,00000445.75,00000447.50,000000037504800,     4453387110.00,          9910800,             5506,             4791
FUTSTK    ,BPCL      ,25/11/2021,00000447.30,00000452.65,00000445.90,00000447.05,000000001431000,      204687270.00,           455400,              253,              249
FUTSTK    ,BPCL      ,30/12/2021,00000451.85,00000452.90,00000449.00,00000449.00,000000000046800,        5685660.00,            12600,              007,              007
FUTSTK    ,BRITANNIA ,28/10/2021,00003911.00,00004002.00,00003887.75,00003939.35,000000001100000,     2600622780.00,           657000,             3285,             3011
FUTSTK    ,BRITANNIA ,25/11/2021,00003933.35,00004008.65,00003921.45,00003945.20,000000000013200,       27792010.00,             7000,              035,              035
FUTSTK    ,BRITANNIA ,30/12/2021,00003980.40,00004020.00,00003980.40,00004020.00,000000000000400,        2397880.00,              600,              003,              003
FUTSTK    ,CADILAHC  ,28/10/2021,00000565.30,00000567.05,00000548.15,00000550.60,000000017263400,     2357150950.00,          4230600,             1923,             1879
FUTSTK    ,CADILAHC  ,25/11/2021,00000567.80,00000568.50,00000550.80,00000552.30,000000000866800,      178925780.00,           319000,              145,              142
FUTSTK    ,CADILAHC  ,30/12/2021,00000566.00,00000566.00,00000555.00,00000555.00,000000000077000,       21060600.00,            37400,              017,              017
FUTSTK    ,CANBK     ,28/10/2021,00000181.05,00000184.20,00000173.55,00000174.95,000000078840000,     6657910020.00,         37249200,             6898,             5998
FUTSTK    ,CANBK     ,25/11/2021,00000181.25,00000184.35,00000174.30,00000174.95,000000003834000,      445592070.00,          2494800,              462,              393
FUTSTK    ,CANBK     ,30/12/2021,00000183.10,00000184.95,00000175.05,00000175.80,000000000329400,       46404630.00,           259200,              048,              048
FUTSTK    ,CANFINHOME,28/10/2021,00000705.00,00000712.70,00000670.00,00000672.55,000000004407975,     1669083097.50,          2424825,             2487,             2319
FUTSTK    ,CANFINHOME,25/11/2021,00000710.10,00000713.60,00000673.85,00000675.90,000000000081900,       44380683.75,            64350,              066,              066
FUTSTK    ,CANFINHOME,30/12/2021,00000701.70,00000701.70,00000701.70,00000701.70,000000000004875,         684157.50,              975,              001,              001
FUTSTK    ,CHOLAFIN  ,28/10/2021,00000563.05,00000584.70,00000559.35,00000561.50,000000011526250,     2642562937.50,          4622500,             3698,             3341
FUTSTK    ,CHOLAFIN  ,25/11/2021,00000569.80,00000585.50,00000561.30,00000562.85,000000000092500,      109556500.00,           191250,              153,              141
FUTSTK    ,CHOLAFIN  ,30/12/2021,00000575.00,00000575.00,00000571.00,00000571.00,000000000002500,        2148687.50,             3750,              003,              003
FUTSTK    ,CIPLA     ,28/10/2021,00000937.60,00000940.65,00000912.90,00000914.65,000000010214100,     3157774555.00,          3409250,             5245,             4863
FUTSTK    ,CIPLA     ,25/11/2021,00000941.65,00000943.20,00000916.80,00000918.05,000000000167700,       94320427.50,           101400,              156,              155
FUTSTK    ,CIPLA     ,30/12/2021,00000943.90,00000943.90,00000921.00,00000921.20,000000000040950,       22920105.00,            24700,              038,              037
FUTSTK    ,COALINDIA ,28/10/2021,00000200.35,00000203.95,00000192.30,00000193.25,000000059148600,     9136766940.00,         46221000,            11005,            10182
FUTSTK    ,COALINDIA ,25/11/2021,00000202.00,00000203.70,00000192.30,00000193.10,000000002805600,      618112320.00,          3141600,              748,              731
FUTSTK    ,COALINDIA ,30/12/2021,00000202.55,00000203.75,00000192.45,00000193.30,000000000399000,       60519690.00,           306600,              073,              073
FUTSTK    ,COLPAL    ,28/10/2021,00001686.50,00001703.90,00001678.60,00001682.35,000000002415700,     1009510845.00,           596400,             1704,             1520
FUTSTK    ,COLPAL    ,25/11/2021,00001688.00,00001702.00,00001678.00,00001680.45,000000000103950,       57933872.50,            34300,              098,              097
FUTSTK    ,COLPAL    ,30/12/2021,00001695.00,00001700.00,00001695.00,00001699.00,000000000002450,        3567550.00,             2100,              006,              006
FUTSTK    ,CONCOR    ,28/10/2021,00000712.70,00000716.00,00000695.00,00000696.80,000000006827184,     1192507964.85,          1694292,             1084,             1017
FUTSTK    ,CONCOR    ,25/11/2021,00000712.00,00000712.60,00000696.90,00000698.00,000000000314163,       26421733.50,            37512,              024,              024
FUTSTK    ,CONCOR    ,30/12/2021,00000709.00,00000709.00,00000709.00,00000709.00,000000000014067,        1108167.00,             1563,              001,              001
FUTSTK    ,COROMANDEL,28/10/2021,00000834.95,00000865.85,00000831.55,00000858.15,000000002070625,     1698766468.75,          2000625,             3201,             2929
FUTSTK    ,COROMANDEL,25/11/2021,00000836.40,00000868.00,00000836.40,00000863.55,000000000045625,       44171062.50,            51875,              083,              082
FUTSTK    ,COROMANDEL,30/12/2021,00000850.00,00000870.00,00000844.30,00000865.00,000000000003125,        2669125.00,             3125,              005,              005
FUTSTK    ,CROMPTON  ,28/10/2021,00000487.35,00000497.65,00000474.00,00000477.60,000000000977900,      467744200.00,           959200,              872,              839
FUTSTK    ,CROMPTON  ,25/11/2021,00000486.85,00000498.10,00000480.00,00000481.00,000000000033000,        9690615.00,            19800,              018,              018
FUTSTK    ,CROMPTON  ,30/12/2021,00000481.00,00000481.00,00000481.00,00000481.00,000000000004400,         529100.00,             1100,              001,              001
FUTSTK    ,CUB       ,28/10/2021,00000159.00,00000165.40,00000158.70,00000159.50,000000008044500,     1035082095.00,          6376700,             2057,             1855
FUTSTK    ,CUB       ,25/11/2021,00000161.05,00000165.80,00000159.65,00000160.20,000000000279000,       58560395.00,           359600,              116,              115
FUTSTK    ,CUB       ,30/12/2021,00000165.50,00000165.50,00000160.35,00000161.05,000000000077500,        4027830.00,            24800,              008,              007
FUTSTK    ,CUMMINSIND,28/10/2021,00000911.70,00000917.00,00000880.95,00000884.65,000000002494200,     1384564140.00,          1534800,             2558,             2385
FUTSTK    ,CUMMINSIND,25/11/2021,00000910.05,00000918.15,00000882.65,00000887.15,000000000125400,       97804200.00,           108000,              180,              174
FUTSTK    ,CUMMINSIND,30/12/2021,00000917.55,00000920.40,00000891.60,00000891.60,000000000024000,        8157930.00,             9000,              015,              014
FUTSTK    ,DABUR     ,28/10/2021,00000619.30,00000625.85,00000616.65,00000617.60,000000010990000,     1474489500.00,          2373750,             1899,             1814
FUTSTK    ,DABUR     ,25/11/2021,00000619.65,00000626.00,00000617.65,00000618.65,000000000247500,       69991312.50,           112500,              090,              087
FUTSTK    ,DABUR     ,30/12/2021,00000624.35,00000626.90,00000620.00,00000620.00,000000000018750,       11675312.50,            18750,              015,              015
FUTSTK    ,DALBHARAT ,28/10/2021,00002072.50,00002154.00,00002061.05,00002101.00,000000000274250,      893600362.50,           423500,             1694,             1587
FUTSTK    ,DALBHARAT ,25/11/2021,00002100.55,00002152.55,00002072.30,00002105.00,000000000009000,       13156325.00,             6250,              025,              025
FUTSTK    ,DALBHARAT ,30/12/2021,00002085.00,00002085.00,00002085.00,00002085.00,000000000003000,         521250.00,              250,              001,              001
FUTSTK    ,DEEPAKNTR ,28/10/2021,00002693.10,00002940.00,00002692.05,00002897.30,000000002762500,    15726823550.00,          5539000,            11078,            10427
FUTSTK    ,DEEPAKNTR ,25/11/2021,00002716.40,00002945.00,00002705.05,00002907.55,000000000081000,      443266875.00,           156000,              312,              303
FUTSTK    ,DEEPAKNTR ,30/12/2021,00002744.00,00002926.85,00002726.00,00002914.00,000000000007000,       12745525.00,             4500,              009,              009
FUTSTK    ,DELTACORP ,28/10/2021,00000272.70,00000280.90,00000263.55,00000264.90,000000010637500,     2849504615.00,         10485700,             4559,             4265
FUTSTK    ,DELTACORP ,25/11/2021,00000271.80,00000281.75,00000264.55,00000266.15,000000000202400,       74359115.00,           273700,              119,              118
FUTSTK    ,DELTACORP ,30/12/2021,00000270.85,00000280.00,00000267.00,00000267.00,000000000080500,        9443570.00,            34500,              015,              015
FUTSTK    ,DIVISLAB  ,28/10/2021,00005228.50,00005231.90,00005138.10,00005156.75,000000002170000,     3177090980.00,           613200,             3066,             2792
FUTSTK    ,DIVISLAB  ,25/11/2021,00005216.00,00005220.30,00005160.85,00005173.10,000000000056800,      103895220.00,            20000,              100,              077
FUTSTK    ,DIVISLAB  ,30/12/2021,00005243.70,00005243.70,00005180.00,00005189.00,000000000003800,       10441350.00,             2000,              010,              010
FUTSTK    ,DIXON     ,28/10/2021,00004870.05,00004988.00,00004761.65,00004851.75,000000000406875,     1652869593.75,           337375,             2699,             2560
FUTSTK    ,DIXON     ,25/11/2021,00004908.35,00004995.00,00004850.00,00004866.40,000000000011875,       36918018.75,             7500,              060,              060
FUTSTK    ,DIXON     ,30/12/2021,00004870.00,00004872.70,00004810.00,00004872.70,000000000002125,        4850675.00,             1000,              008,              007
FUTSTK    ,DLF       ,28/10/2021,00000418.00,00000420.70,00000407.10,00000409.70,000000031782300,     7536316920.00,         18222600,             5522,             5122
FUTSTK    ,DLF       ,25/11/2021,00000421.95,00000421.95,00000409.00,00000411.20,000000000663300,      263270205.00,           636900,              193,              190
FUTSTK    ,DLF       ,30/12/2021,00000419.25,00000419.25,00000411.65,00000412.10,000000000069300,       13643190.00,            33000,              010,              010
FUTSTK    ,DRREDDY   ,28/10/2021,00005023.90,00005050.00,00004909.10,00004958.10,000000002620000,     3658507168.75,           734125,             5873,             5524
FUTSTK    ,DRREDDY   ,25/11/2021,00005042.55,00005057.75,00004930.00,00004975.10,000000000049500,      199900343.75,            40000,              320,              298
FUTSTK    ,DRREDDY   ,30/12/2021,00005060.00,00005066.00,00004950.00,00004950.60,000000000010625,       28271618.75,             5625,              045,              033
FUTSTK    ,EICHERMOT ,28/10/2021,00002762.95,00002778.25,00002706.45,00002720.20,000000004118800,     2498874892.50,           911750,             2605,             2437
FUTSTK    ,EICHERMOT ,25/11/2021,00002768.00,00002772.45,00002707.00,00002714.95,000000000104650,       86071230.00,            31500,              090,              088
FUTSTK    ,EICHERMOT ,30/12/2021,00002745.05,00002745.05,00002725.00,00002725.00,000000000007700,        7644052.50,             2800,              008,              007
FUTSTK    ,ESCORTS   ,28/10/2021,00001502.10,00001515.00,00001452.55,00001460.75,000000007268250,     2451304157.50,          1650550,             3001,             2291
FUTSTK    ,ESCORTS   ,25/11/2021,00001511.00,00001518.00,00001458.70,00001462.15,000000000079200,       93506517.50,            62700,              114,              114
FUTSTK    ,ESCORTS   ,30/12/2021,00001503.00,00001503.80,00001478.30,00001478.30,000000000004950,        4108967.50,             2750,              005,              005
FUTSTK    ,EXIDEIND  ,28/10/2021,00000183.35,00000184.35,00000179.55,00000180.05,000000030484800,     1387332180.00,          7606800,             2113,             1987
FUTSTK    ,EXIDEIND  ,25/11/2021,00000185.85,00000185.85,00000179.75,00000180.25,000000002660400,      248579460.00,          1360800,              378,              337
FUTSTK    ,EXIDEIND  ,30/12/2021,00000184.20,00000184.40,00000180.80,00000180.80,000000000129600,       11859660.00,            64800,              018,              018
